"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"05/07/2023 00:45:00 - 05/07/2023 01:00:00","BZN|DE-LU","Sequence Sequence 1","61.69","",""
"05/07/2023 01:00:00 - 05/07/2023 01:15:00","BZN|DE-LU","Sequence Sequence 1","68.29","",""
"05/07/2023 01:15:00 - 05/07/2023 01:30:00","BZN|DE-LU","Sequence Sequence 1","65.03","",""
"05/07/2023 01:30:00 - 05/07/2023 01:45:00","BZN|DE-LU","Sequence Sequence 1","67.21","",""
"05/07/2023 01:45:00 - 05/07/2023 02:00:00","BZN|DE-LU","Sequence Sequence 1","66.60","",""
"05/07/2023 02:00:00 - 05/07/2023 02:15:00","BZN|DE-LU","Sequence Sequence 1","71.05","",""
"05/07/2023 02:15:00 - 05/07/2023 02:30:00","BZN|DE-LU","Sequence Sequence 1","74.51","",""
"05/07/2023 02:30:00 - 05/07/2023 02:45:00","BZN|DE-LU","Sequence Sequence 1","77.42","",""
"05/07/2023 02:45:00 - 05/07/2023 03:00:00","BZN|DE-LU","Sequence Sequence 1","73.77","",""
"05/07/2023 03:00:00 - 05/07/2023 03:15:00","BZN|DE-LU","Sequence Sequence 1","76.73","",""
"05/07/2023 03:15:00 - 05/07/2023 03:30:00","BZN|DE-LU","Sequence Sequence 1","79.98","",""
"05/07/2023 03:30:00 - 05/07/2023 03:45:00","BZN|DE-LU","Sequence Sequence 1","77.50","",""
"05/07/2023 03:45:00 - 05/07/2023 04:00:00","BZN|DE-LU","Sequence Sequence 1","81.65","",""
"05/07/2023 04:00:00 - 05/07/2023 04:15:00","BZN|DE-LU","Sequence Sequence 1","85.74","",""
"05/07/2023 04:15:00 - 05/07/2023 04:30:00","BZN|DE-LU","Sequence Sequence 1","84.35","",""
"05/07/2023 04:30:00 - 05/07/2023 04:45:00","BZN|DE-LU","Sequence Sequence 1","84.03","",""
"05/07/2023 04:45:00 - 05/07/2023 05:00:00","BZN|DE-LU","Sequence Sequence 1","84.27","",""
"05/07/2023 05:00:00 - 05/07/2023 05:15:00","BZN|DE-LU","Sequence Sequence 1","87.70","",""
"05/07/2023 05:15:00 - 05/07/2023 05:30:00","BZN|DE-LU","Sequence Sequence 1","86.14","",""
"05/07/2023 05:30:00 - 05/07/2023 05:45:00","BZN|DE-LU","Sequence Sequence 1","84.91","",""
"05/07/2023 05:45:00 - 05/07/2023 06:00:00","BZN|DE-LU","Sequence Sequence 1","89.96","",""
"05/07/2023 06:00:00 - 05/07/2023 06:15:00","BZN|DE-LU","Sequence Sequence 1","87.94","",""
"05/07/2023 06:15:00 - 05/07/2023 06:30:00","BZN|DE-LU","Sequence Sequence 1","89.04","",""
"05/07/2023 06:30:00 - 05/07/2023 06:45:00","BZN|DE-LU","Sequence Sequence 1","89.28","",""
"05/07/2023 06:45:00 - 05/07/2023 07:00:00","BZN|DE-LU","Sequence Sequence 1","89.35","",""
"05/07/2023 07:00:00 - 05/07/2023 07:15:00","BZN|DE-LU","Sequence Sequence 1","85.34","",""
"05/07/2023 07:15:00 - 05/07/2023 07:30:00","BZN|DE-LU","Sequence Sequence 1","84.34","",""
"05/07/2023 07:30:00 - 05/07/2023 07:45:00","BZN|DE-LU","Sequence Sequence 1","86.51","",""
"05/07/2023 07:45:00 - 05/07/2023 08:00:00","BZN|DE-LU","Sequence Sequence 1","88.48","",""
"05/07/2023 08:00:00 - 05/07/2023 08:15:00","BZN|DE-LU","Sequence Sequence 1","83.23","",""
"05/07/2023 08:15:00 - 05/07/2023 08:30:00","BZN|DE-LU","Sequence Sequence 1","83.98","",""
"05/07/2023 08:30:00 - 05/07/2023 08:45:00","BZN|DE-LU","Sequence Sequence 1","88.94","",""
"05/07/2023 08:45:00 - 05/07/2023 09:00:00","BZN|DE-LU","Sequence Sequence 1","81.00","",""
"05/07/2023 09:00:00 - 05/07/2023 09:15:00","BZN|DE-LU","Sequence Sequence 1","78.41","",""
"05/07/2023 09:15:00 - 05/07/2023 09:30:00","BZN|DE-LU","Sequence Sequence 1","83.72","",""
"05/07/2023 09:30:00 - 05/07/2023 09:45:00","BZN|DE-LU","Sequence Sequence 1","79.83","",""
"05/07/2023 09:45:00 - 05/07/2023 10:00:00","BZN|DE-LU","Sequence Sequence 1","78.51","",""
"05/07/2023 10:00:00 - 05/07/2023 10:15:00","BZN|DE-LU","Sequence Sequence 1","76.05","",""
"05/07/2023 10:15:00 - 05/07/2023 10:30:00","BZN|DE-LU","Sequence Sequence 1","73.82","",""
"05/07/2023 10:30:00 - 05/07/2023 10:45:00","BZN|DE-LU","Sequence Sequence 1","73.01","",""
"05/07/2023 10:45:00 - 05/07/2023 11:00:00","BZN|DE-LU","Sequence Sequence 1","74.09","",""
"05/07/2023 11:00:00 - 05/07/2023 11:15:00","BZN|DE-LU","Sequence Sequence 1","65.16","",""
"05/07/2023 11:15:00 - 05/07/2023 11:30:00","BZN|DE-LU","Sequence Sequence 1","64.44","",""
"05/07/2023 11:30:00 - 05/07/2023 11:45:00","BZN|DE-LU","Sequence Sequence 1","66.25","",""
"05/07/2023 11:45:00 - 05/07/2023 12:00:00","BZN|DE-LU","Sequence Sequence 1","64.45","",""
"05/07/2023 12:00:00 - 05/07/2023 12:15:00","BZN|DE-LU","Sequence Sequence 1","58.73","",""
"05/07/2023 12:15:00 - 05/07/2023 12:30:00","BZN|DE-LU","Sequence Sequence 1","59.42","",""
"05/07/2023 12:30:00 - 05/07/2023 12:45:00","BZN|DE-LU","Sequence Sequence 1","60.42","",""
"05/07/2023 12:45:00 - 05/07/2023 13:00:00","BZN|DE-LU","Sequence Sequence 1","60.97","",""
"05/07/2023 13:00:00 - 05/07/2023 13:15:00","BZN|DE-LU","Sequence Sequence 1","50.13","",""
"05/07/2023 13:15:00 - 05/07/2023 13:30:00","BZN|DE-LU","Sequence Sequence 1","51.94","",""
"05/07/2023 13:30:00 - 05/07/2023 13:45:00","BZN|DE-LU","Sequence Sequence 1","51.93","",""
"05/07/2023 13:45:00 - 05/07/2023 14:00:00","BZN|DE-LU","Sequence Sequence 1","51.60","",""
"05/07/2023 14:00:00 - 05/07/2023 14:15:00","BZN|DE-LU","Sequence Sequence 1","42.75","",""
"05/07/2023 14:15:00 - 05/07/2023 14:30:00","BZN|DE-LU","Sequence Sequence 1","41.65","",""
"05/07/2023 14:30:00 - 05/07/2023 14:45:00","BZN|DE-LU","Sequence Sequence 1","44.71","",""
"05/07/2023 14:45:00 - 05/07/2023 15:00:00","BZN|DE-LU","Sequence Sequence 1","40.30","",""
"05/07/2023 15:00:00 - 05/07/2023 15:15:00","BZN|DE-LU","Sequence Sequence 1","36.96","",""
"05/07/2023 15:15:00 - 05/07/2023 15:30:00","BZN|DE-LU","Sequence Sequence 1","32.39","",""
"05/07/2023 15:30:00 - 05/07/2023 15:45:00","BZN|DE-LU","Sequence Sequence 1","34.82","",""
"05/07/2023 15:45:00 - 05/07/2023 16:00:00","BZN|DE-LU","Sequence Sequence 1","35.74","",""
"05/07/2023 16:00:00 - 05/07/2023 16:15:00","BZN|DE-LU","Sequence Sequence 1","34.92","",""
"05/07/2023 16:15:00 - 05/07/2023 16:30:00","BZN|DE-LU","Sequence Sequence 1","34.10","",""
"05/07/2023 16:30:00 - 05/07/2023 16:45:00","BZN|DE-LU","Sequence Sequence 1","31.62","",""
"05/07/2023 16:45:00 - 05/07/2023 17:00:00","BZN|DE-LU","Sequence Sequence 1","34.19","",""
"05/07/2023 17:00:00 - 05/07/2023 17:15:00","BZN|DE-LU","Sequence Sequence 1","31.51","",""
"05/07/2023 17:15:00 - 05/07/2023 17:30:00","BZN|DE-LU","Sequence Sequence 1","29.41","",""
"05/07/2023 17:30:00 - 05/07/2023 17:45:00","BZN|DE-LU","Sequence Sequence 1","26.96","",""
"05/07/2023 17:45:00 - 05/07/2023 18:00:00","BZN|DE-LU","Sequence Sequence 1","29.32","",""
"05/07/2023 18:00:00 - 05/07/2023 18:15:00","BZN|DE-LU","Sequence Sequence 1","28.51","",""
"05/07/2023 18:15:00 - 05/07/2023 18:30:00","BZN|DE-LU","Sequence Sequence 1","26.24","",""
"05/07/2023 18:30:00 - 05/07/2023 18:45:00","BZN|DE-LU","Sequence Sequence 1","29.44","",""
"05/07/2023 18:45:00 - 05/07/2023 19:00:00","BZN|DE-LU","Sequence Sequence 1","29.27","",""
"05/07/2023 19:00:00 - 05/07/2023 19:15:00","BZN|DE-LU","Sequence Sequence 1","30.62","",""
"05/07/2023 19:15:00 - 05/07/2023 19:30:00","BZN|DE-LU","Sequence Sequence 1","30.29","",""
"05/07/2023 19:30:00 - 05/07/2023 19:45:00","BZN|DE-LU","Sequence Sequence 1","31.19","",""
"05/07/2023 19:45:00 - 05/07/2023 20:00:00","BZN|DE-LU","Sequence Sequence 1","29.37","",""
"05/07/2023 20:00:00 - 05/07/2023 20:15:00","BZN|DE-LU","Sequence Sequence 1","33.13","",""
"05/07/2023 20:15:00 - 05/07/2023 20:30:00","BZN|DE-LU","Sequence Sequence 1","31.93","",""
"05/07/2023 20:30:00 - 05/07/2023 20:45:00","BZN|DE-LU","Sequence Sequence 1","31.56","",""
"05/07/2023 20:45:00 - 05/07/2023 21:00:00","BZN|DE-LU","Sequence Sequence 1","35.41","",""
"05/07/2023 21:00:00 - 05/07/2023 21:15:00","BZN|DE-LU","Sequence Sequence 1","33.41","",""
"05/07/2023 21:15:00 - 05/07/2023 21:30:00","BZN|DE-LU","Sequence Sequence 1","39.25","",""
"05/07/2023 21:30:00 - 05/07/2023 21:45:00","BZN|DE-LU","Sequence Sequence 1","36.26","",""
"05/07/2023 21:45:00 - 05/07/2023 22:00:00","BZN|DE-LU","Sequence Sequence 1","36.00","",""
"05/07/2023 22:00:00 - 05/07/2023 22:15:00","BZN|DE-LU","Sequence Sequence 1","44.23","",""
"05/07/2023 22:15:00 - 05/07/2023 22:30:00","BZN|DE-LU","Sequence Sequence 1","40.73","",""
"05/07/2023 22:30:00 - 05/07/2023 22:45:00","BZN|DE-LU","Sequence Sequence 1","42.08","",""
"05/07/2023 22:45:00 - 05/07/2023 23:00:00","BZN|DE-LU","Sequence Sequence 1","42.01","",""
"05/07/2023 23:00:00 - 05/07/2023 23:15:00","BZN|DE-LU","Sequence Sequence 1","50.50","",""
"05/07/2023 23:15:00 - 05/07/2023 23:30:00","BZN|DE-LU","Sequence Sequence 1","49.34","",""
"05/07/2023 23:30:00 - 05/07/2023 23:45:00","BZN|DE-LU","Sequence Sequence 1","54.15","",""
"05/07/2023 23:45:00 - 06/07/2023 00:00:00","BZN|DE-LU","Sequence Sequence 1","54.54","",""
"06/07/2023 00:00:00 - 06/07/2023 00:15:00","BZN|DE-LU","Sequence Sequence 1","54.15","",""
"06/07/2023 00:15:00 - 06/07/2023 00:30:00","BZN|DE-LU","Sequence Sequence 1","59.28","",""
"06/07/2023 00:30:00 - 06/07/2023 00:45:00","BZN|DE-LU","Sequence Sequence 1","59.91","",""
"06/07/2023 00:45:00 - 06/07/2023 01:00:00","BZN|DE-LU","Sequence Sequence 1","59.28","",""
"06/07/2023 01:00:00 - 06/07/2023 01:15:00","BZN|DE-LU","Sequence Sequence 1","64.64","",""
"06/07/2023 01:15:00 - 06/07/2023 01:30:00","BZN|DE-LU","Sequence Sequence 1","65.47","",""
"06/07/2023 01:30:00 - 06/07/2023 01:45:00","BZN|DE-LU","Sequence Sequence 1","64.46","",""
"06/07/2023 01:45:00 - 06/07/2023 02:00:00","BZN|DE-LU","Sequence Sequence 1","65.12","",""
"06/07/2023 02:00:00 - 06/07/2023 02:15:00","BZN|DE-LU","Sequence Sequence 1","70.77","",""
"06/07/2023 02:15:00 - 06/07/2023 02:30:00","BZN|DE-LU","Sequence Sequence 1","72.96","",""
"06/07/2023 02:30:00 - 06/07/2023 02:45:00","BZN|DE-LU","Sequence Sequence 1","70.19","",""
"06/07/2023 02:45:00 - 06/07/2023 03:00:00","BZN|DE-LU","Sequence Sequence 1","72.79","",""
"06/07/2023 03:00:00 - 06/07/2023 03:15:00","BZN|DE-LU","Sequence Sequence 1","76.91","",""
"06/07/2023 03:15:00 - 06/07/2023 03:30:00","BZN|DE-LU","Sequence Sequence 1","79.82","",""
"06/07/2023 03:30:00 - 06/07/2023 03:45:00","BZN|DE-LU","Sequence Sequence 1","78.05","",""
"06/07/2023 03:45:00 - 06/07/2023 04:00:00","BZN|DE-LU","Sequence Sequence 1","79.99","",""
"06/07/2023 04:00:00 - 06/07/2023 04:15:00","BZN|DE-LU","Sequence Sequence 1","86.34","",""
"06/07/2023 04:15:00 - 06/07/2023 04:30:00","BZN|DE-LU","Sequence Sequence 1","87.35","",""
"06/07/2023 04:30:00 - 06/07/2023 04:45:00","BZN|DE-LU","Sequence Sequence 1","79.12","",""
"06/07/2023 04:45:00 - 06/07/2023 05:00:00","BZN|DE-LU","Sequence Sequence 1","82.51","",""
"06/07/2023 05:00:00 - 06/07/2023 05:15:00","BZN|DE-LU","Sequence Sequence 1","86.57","",""
"06/07/2023 05:15:00 - 06/07/2023 05:30:00","BZN|DE-LU","Sequence Sequence 1","88.09","",""
"06/07/2023 05:30:00 - 06/07/2023 05:45:00","BZN|DE-LU","Sequence Sequence 1","83.87","",""
"06/07/2023 05:45:00 - 06/07/2023 06:00:00","BZN|DE-LU","Sequence Sequence 1","85.21","",""
"06/07/2023 06:00:00 - 06/07/2023 06:15:00","BZN|DE-LU","Sequence Sequence 1","88.45","",""
"06/07/2023 06:15:00 - 06/07/2023 06:30:00","BZN|DE-LU","Sequence Sequence 1","88.36","",""
"06/07/2023 06:30:00 - 06/07/2023 06:45:00","BZN|DE-LU","Sequence Sequence 1","88.95","",""
"06/07/2023 06:45:00 - 06/07/2023 07:00:00","BZN|DE-LU","Sequence Sequence 1","89.08","",""
"06/07/2023 07:00:00 - 06/07/2023 07:15:00","BZN|DE-LU","Sequence Sequence 1","87.85","",""
"06/07/2023 07:15:00 - 06/07/2023 07:30:00","BZN|DE-LU","Sequence Sequence 1","87.56","",""
"06/07/2023 07:30:00 - 06/07/2023 07:45:00","BZN|DE-LU","Sequence Sequence 1","87.28","",""
"06/07/2023 07:45:00 - 06/07/2023 08:00:00","BZN|DE-LU","Sequence Sequence 1","88.50","",""
"06/07/2023 08:00:00 - 06/07/2023 08:15:00","BZN|DE-LU","Sequence Sequence 1","79.70","",""
"06/07/2023 08:15:00 - 06/07/2023 08:30:00","BZN|DE-LU","Sequence Sequence 1","87.26","",""
"06/07/2023 08:30:00 - 06/07/2023 08:45:00","BZN|DE-LU","Sequence Sequence 1","79.77","",""
"06/07/2023 08:45:00 - 06/07/2023 09:00:00","BZN|DE-LU","Sequence Sequence 1","82.02","",""
"06/07/2023 09:00:00 - 06/07/2023 09:15:00","BZN|DE-LU","Sequence Sequence 1","78.95","",""
"06/07/2023 09:15:00 - 06/07/2023 09:30:00","BZN|DE-LU","Sequence Sequence 1","80.75","",""
"06/07/2023 09:30:00 - 06/07/2023 09:45:00","BZN|DE-LU","Sequence Sequence 1","73.42","",""
"06/07/2023 09:45:00 - 06/07/2023 10:00:00","BZN|DE-LU","Sequence Sequence 1","79.35","",""
"06/07/2023 10:00:00 - 06/07/2023 10:15:00","BZN|DE-LU","Sequence Sequence 1","74.78","",""
"06/07/2023 10:15:00 - 06/07/2023 10:30:00","BZN|DE-LU","Sequence Sequence 1","75.18","",""
"06/07/2023 10:30:00 - 06/07/2023 10:45:00","BZN|DE-LU","Sequence Sequence 1","71.80","",""
"06/07/2023 10:45:00 - 06/07/2023 11:00:00","BZN|DE-LU","Sequence Sequence 1","72.59","",""
"06/07/2023 11:00:00 - 06/07/2023 11:15:00","BZN|DE-LU","Sequence Sequence 1","64.73","",""
"06/07/2023 11:15:00 - 06/07/2023 11:30:00","BZN|DE-LU","Sequence Sequence 1","65.17","",""
"06/07/2023 11:30:00 - 06/07/2023 11:45:00","BZN|DE-LU","Sequence Sequence 1","63.89","",""
"06/07/2023 11:45:00 - 06/07/2023 12:00:00","BZN|DE-LU","Sequence Sequence 1","64.18","",""
"06/07/2023 12:00:00 - 06/07/2023 12:15:00","BZN|DE-LU","Sequence Sequence 1","59.06","",""
"06/07/2023 12:15:00 - 06/07/2023 12:30:00","BZN|DE-LU","Sequence Sequence 1","58.46","",""
"06/07/2023 12:30:00 - 06/07/2023 12:45:00","BZN|DE-LU","Sequence Sequence 1","59.18","",""
"06/07/2023 12:45:00 - 06/07/2023 13:00:00","BZN|DE-LU","Sequence Sequence 1","58.62","",""
"06/07/2023 13:00:00 - 06/07/2023 13:15:00","BZN|DE-LU","Sequence Sequence 1","51.84","",""
"06/07/2023 13:15:00 - 06/07/2023 13:30:00","BZN|DE-LU","Sequence Sequence 1","52.19","",""
"06/07/2023 13:30:00 - 06/07/2023 13:45:00","BZN|DE-LU","Sequence Sequence 1","46.95","",""
"06/07/2023 13:45:00 - 06/07/2023 14:00:00","BZN|DE-LU","Sequence Sequence 1","48.72","",""
"06/07/2023 14:00:00 - 06/07/2023 14:15:00","BZN|DE-LU","Sequence Sequence 1","42.73","",""
"06/07/2023 14:15:00 - 06/07/2023 14:30:00","BZN|DE-LU","Sequence Sequence 1","43.15","",""
"06/07/2023 14:30:00 - 06/07/2023 14:45:00","BZN|DE-LU","Sequence Sequence 1","41.85","",""
"06/07/2023 14:45:00 - 06/07/2023 15:00:00","BZN|DE-LU","Sequence Sequence 1","45.02","",""
"06/07/2023 15:00:00 - 06/07/2023 15:15:00","BZN|DE-LU","Sequence Sequence 1","40.94","",""
"06/07/2023 15:15:00 - 06/07/2023 15:30:00","BZN|DE-LU","Sequence Sequence 1","37.35","",""
"06/07/2023 15:30:00 - 06/07/2023 15:45:00","BZN|DE-LU","Sequence Sequence 1","37.15","",""
"06/07/2023 15:45:00 - 06/07/2023 16:00:00","BZN|DE-LU","Sequence Sequence 1","38.68","",""
"06/07/2023 16:00:00 - 06/07/2023 16:15:00","BZN|DE-LU","Sequence Sequence 1","28.48","",""
"06/07/2023 16:15:00 - 06/07/2023 16:30:00","BZN|DE-LU","Sequence Sequence 1","32.27","",""
"06/07/2023 16:30:00 - 06/07/2023 16:45:00","BZN|DE-LU","Sequence Sequence 1","34.17","",""
"06/07/2023 16:45:00 - 06/07/2023 17:00:00","BZN|DE-LU","Sequence Sequence 1","30.93","",""
"06/07/2023 17:00:00 - 06/07/2023 17:15:00","BZN|DE-LU","Sequence Sequence 1","26.76","",""
"06/07/2023 17:15:00 - 06/07/2023 17:30:00","BZN|DE-LU","Sequence Sequence 1","28.84","",""
"06/07/2023 17:30:00 - 06/07/2023 17:45:00","BZN|DE-LU","Sequence Sequence 1","29.09","",""
"06/07/2023 17:45:00 - 06/07/2023 18:00:00","BZN|DE-LU","Sequence Sequence 1","27.40","",""
"06/07/2023 18:00:00 - 06/07/2023 18:15:00","BZN|DE-LU","Sequence Sequence 1","32.39","",""
"06/07/2023 18:15:00 - 06/07/2023 18:30:00","BZN|DE-LU","Sequence Sequence 1","27.24","",""
"06/07/2023 18:30:00 - 06/07/2023 18:45:00","BZN|DE-LU","Sequence Sequence 1","25.89","",""
"06/07/2023 18:45:00 - 06/07/2023 19:00:00","BZN|DE-LU","Sequence Sequence 1","28.01","",""
"06/07/2023 19:00:00 - 06/07/2023 19:15:00","BZN|DE-LU","Sequence Sequence 1","31.03","",""
"06/07/2023 19:15:00 - 06/07/2023 19:30:00","BZN|DE-LU","Sequence Sequence 1","29.25","",""
"06/07/2023 19:30:00 - 06/07/2023 19:45:00","BZN|DE-LU","Sequence Sequence 1","30.19","",""
"06/07/2023 19:45:00 - 06/07/2023 20:00:00","BZN|DE-LU","Sequence Sequence 1","27.47","",""
"06/07/2023 20:00:00 - 06/07/2023 20:15:00","BZN|DE-LU","Sequence Sequence 1","35.19","",""
"06/07/2023 20:15:00 - 06/07/2023 20:30:00","BZN|DE-LU","Sequence Sequence 1","33.34","",""
"06/07/2023 20:30:00 - 06/07/2023 20:45:00","BZN|DE-LU","Sequence Sequence 1","34.31","",""
"06/07/2023 20:45:00 - 06/07/2023 21:00:00","BZN|DE-LU","Sequence Sequence 1","32.94","",""
"06/07/2023 21:00:00 - 06/07/2023 21:15:00","BZN|DE-LU","Sequence Sequence 1","38.63","",""
"06/07/2023 21:15:00 - 06/07/2023 21:30:00","BZN|DE-LU","Sequence Sequence 1","35.23","",""
"06/07/2023 21:30:00 - 06/07/2023 21:45:00","BZN|DE-LU","Sequence Sequence 1","36.00","",""
"06/07/2023 21:45:00 - 06/07/2023 22:00:00","BZN|DE-LU","Sequence Sequence 1","39.67","",""
"06/07/2023 22:00:00 - 06/07/2023 22:15:00","BZN|DE-LU","Sequence Sequence 1","46.31","",""
"06/07/2023 22:15:00 - 06/07/2023 22:30:00","BZN|DE-LU","Sequence Sequence 1","40.90","",""
"06/07/2023 22:30:00 - 06/07/2023 22:45:00","BZN|DE-LU","Sequence Sequence 1","43.69","",""
"06/07/2023 22:45:00 - 06/07/2023 23:00:00","BZN|DE-LU","Sequence Sequence 1","42.33","",""
"06/07/2023 23:00:00 - 06/07/2023 23:15:00","BZN|DE-LU","Sequence Sequence 1","49.03","",""
"06/07/2023 23:15:00 - 06/07/2023 23:30:00","BZN|DE-LU","Sequence Sequence 1","51.00","",""
"06/07/2023 23:30:00 - 06/07/2023 23:45:00","BZN|DE-LU","Sequence Sequence 1","52.71","",""
"06/07/2023 23:45:00 - 07/07/2023 00:00:00","BZN|DE-LU","Sequence Sequence 1","51.33","",""
"07/07/2023 00:00:00 - 07/07/2023 00:15:00","BZN|DE-LU","Sequence Sequence 1","57.04","",""
"07/07/2023 00:15:00 - 07/07/2023 00:30:00","BZN|DE-LU","Sequence Sequence 1","58.71","",""
"07/07/2023 00:30:00 - 07/07/2023 00:45:00","BZN|DE-LU","Sequence Sequence 1","56.96","",""
"07/07/2023 00:45:00 - 07/07/2023 01:00:00","BZN|DE-LU","Sequence Sequence 1","58.50","",""
"07/07/2023 01:00:00 - 07/07/2023 01:15:00","BZN|DE-LU","Sequence Sequence 1","68.24","",""
"07/07/2023 01:15:00 - 07/07/2023 01:30:00","BZN|DE-LU","Sequence Sequence 1","61.29","",""
"07/07/2023 01:30:00 - 07/07/2023 01:45:00","BZN|DE-LU","Sequence Sequence 1","67.04","",""
"07/07/2023 01:45:00 - 07/07/2023 02:00:00","BZN|DE-LU","Sequence Sequence 1","62.36","",""
"07/07/2023 02:00:00 - 07/07/2023 02:15:00","BZN|DE-LU","Sequence Sequence 1","75.14","",""
"07/07/2023 02:15:00 - 07/07/2023 02:30:00","BZN|DE-LU","Sequence Sequence 1","71.40","",""
"07/07/2023 02:30:00 - 07/07/2023 02:45:00","BZN|DE-LU","Sequence Sequence 1","70.24","",""
"07/07/2023 02:45:00 - 07/07/2023 03:00:00","BZN|DE-LU","Sequence Sequence 1","74.07","",""
"07/07/2023 03:00:00 - 07/07/2023 03:15:00","BZN|DE-LU","Sequence Sequence 1","79.62","",""
"07/07/2023 03:15:00 - 07/07/2023 03:30:00","BZN|DE-LU","Sequence Sequence 1","76.89","",""
"07/07/2023 03:30:00 - 07/07/2023 03:45:00","BZN|DE-LU","Sequence Sequence 1","76.39","",""
"07/07/2023 03:45:00 - 07/07/2023 04:00:00","BZN|DE-LU","Sequence Sequence 1","78.52","",""
"07/07/2023 04:00:00 - 07/07/2023 04:15:00","BZN|DE-LU","Sequence Sequence 1","81.25","",""
"07/07/2023 04:15:00 - 07/07/2023 04:30:00","BZN|DE-LU","Sequence Sequence 1","81.54","",""
"07/07/2023 04:30:00 - 07/07/2023 04:45:00","BZN|DE-LU","Sequence Sequence 1","83.89","",""
"07/07/2023 04:45:00 - 07/07/2023 05:00:00","BZN|DE-LU","Sequence Sequence 1","81.73","",""
"07/07/2023 05:00:00 - 07/07/2023 05:15:00","BZN|DE-LU","Sequence Sequence 1","87.51","",""
"07/07/2023 05:15:00 - 07/07/2023 05:30:00","BZN|DE-LU","Sequence Sequence 1","89.64","",""
"07/07/2023 05:30:00 - 07/07/2023 05:45:00","BZN|DE-LU","Sequence Sequence 1","86.36","",""
"07/07/2023 05:45:00 - 07/07/2023 06:00:00","BZN|DE-LU","Sequence Sequence 1","86.92","",""
"07/07/2023 06:00:00 - 07/07/2023 06:15:00","BZN|DE-LU","Sequence Sequence 1","91.71","",""
"07/07/2023 06:15:00 - 07/07/2023 06:30:00","BZN|DE-LU","Sequence Sequence 1","85.30","",""
"07/07/2023 06:30:00 - 07/07/2023 06:45:00","BZN|DE-LU","Sequence Sequence 1","90.06","",""
"07/07/2023 06:45:00 - 07/07/2023 07:00:00","BZN|DE-LU","Sequence Sequence 1","89.82","",""
"07/07/2023 07:00:00 - 07/07/2023 07:15:00","BZN|DE-LU","Sequence Sequence 1","88.36","",""
"07/07/2023 07:15:00 - 07/07/2023 07:30:00","BZN|DE-LU","Sequence Sequence 1","89.24","",""
"07/07/2023 07:30:00 - 07/07/2023 07:45:00","BZN|DE-LU","Sequence Sequence 1","87.22","",""
"07/07/2023 07:45:00 - 07/07/2023 08:00:00","BZN|DE-LU","Sequence Sequence 1","85.49","",""
"07/07/2023 08:00:00 - 07/07/2023 08:15:00","BZN|DE-LU","Sequence Sequence 1","85.85","",""
"07/07/2023 08:15:00 - 07/07/2023 08:30:00","BZN|DE-LU","Sequence Sequence 1","85.92","",""
"07/07/2023 08:30:00 - 07/07/2023 08:45:00","BZN|DE-LU","Sequence Sequence 1","85.87","",""
"07/07/2023 08:45:00 - 07/07/2023 09:00:00","BZN|DE-LU","Sequence Sequence 1","83.75","",""
"07/07/2023 09:00:00 - 07/07/2023 09:15:00","BZN|DE-LU","Sequence Sequence 1","77.46","",""
"07/07/2023 09:15:00 - 07/07/2023 09:30:00","BZN|DE-LU","Sequence Sequence 1","79.27","",""
"07/07/2023 09:30:00 - 07/07/2023 09:45:00","BZN|DE-LU","Sequence Sequence 1","80.78","",""
"07/07/2023 09:45:00 - 07/07/2023 10:00:00","BZN|DE-LU","Sequence Sequence 1","80.94","",""
"07/07/2023 10:00:00 - 07/07/2023 10:15:00","BZN|DE-LU","Sequence Sequence 1","71.82","",""
"07/07/2023 10:15:00 - 07/07/2023 10:30:00","BZN|DE-LU","Sequence Sequence 1","73.31","",""
"07/07/2023 10:30:00 - 07/07/2023 10:45:00","BZN|DE-LU","Sequence Sequence 1","70.06","",""
"07/07/2023 10:45:00 - 07/07/2023 11:00:00","BZN|DE-LU","Sequence Sequence 1","74.65","",""
"07/07/2023 11:00:00 - 07/07/2023 11:15:00","BZN|DE-LU","Sequence Sequence 1","63.88","",""
"07/07/2023 11:15:00 - 07/07/2023 11:30:00","BZN|DE-LU","Sequence Sequence 1","67.01","",""
"07/07/2023 11:30:00 - 07/07/2023 11:45:00","BZN|DE-LU","Sequence Sequence 1","63.14","",""
"07/07/2023 11:45:00 - 07/07/2023 12:00:00","BZN|DE-LU","Sequence Sequence 1","67.51","",""
"07/07/2023 12:00:00 - 07/07/2023 12:15:00","BZN|DE-LU","Sequence Sequence 1","58.32","",""
"07/07/2023 12:15:00 - 07/07/2023 12:30:00","BZN|DE-LU","Sequence Sequence 1","56.12","",""
"07/07/2023 12:30:00 - 07/07/2023 12:45:00","BZN|DE-LU","Sequence Sequence 1","59.06","",""
"07/07/2023 12:45:00 - 07/07/2023 13:00:00","BZN|DE-LU","Sequence Sequence 1","56.50","",""
"07/07/2023 13:00:00 - 07/07/2023 13:15:00","BZN|DE-LU","Sequence Sequence 1","51.41","",""
"07/07/2023 13:15:00 - 07/07/2023 13:30:00","BZN|DE-LU","Sequence Sequence 1","49.37","",""
"07/07/2023 13:30:00 - 07/07/2023 13:45:00","BZN|DE-LU","Sequence Sequence 1","46.47","",""
